id,age
NDARINV40J0R30V_2YearFollowUpYArm1,133
NDARINVNJA6E3NT_baselineYear1Arm1,116
NDARINVT0R82YDJ_2YearFollowUpYArm1,152
NDARINVE5WTBCCC_baselineYear1Arm1,108
NDARINVMEZY36AN_2YearFollowUpYArm1,148
NDARINVECFADJPF_baselineYear1Arm1,122
NDARINV7LB64CGV_2YearFollowUpYArm1,154
NDARINVMN0KZ6X8_baselineYear1Arm1,129
NDARINVPXYXMXTH_2YearFollowUpYArm1,137
NDARINV10ZLTFJZ_2YearFollowUpYArm1,153
NDARINV22F4J621_2YearFollowUpYArm1,151
NDARINVRW8JB8M2_2YearFollowUpYArm1,137
NDARINVNWXUBEN8_2YearFollowUpYArm1,138
NDARINVLZNG6R0U_baselineYear1Arm1,121
NDARINV07RPB2TU_2YearFollowUpYArm1,143
NDARINVPTM61L43_2YearFollowUpYArm1,155
NDARINVZT1J0KUC_2YearFollowUpYArm1,143
NDARINV0A4ZDYNL_baselineYear1Arm1,117
NDARINV0B7UGM1D_2YearFollowUpYArm1,137
NDARINVZZ35KHXP_baselineYear1Arm1,109
NDARINV0CP9XGTP_baselineYear1Arm1,128
NDARINVJVHUKF36_baselineYear1Arm1,110
NDARINVD1APEXLT_baselineYear1Arm1,112
NDARINVV332W2B5_baselineYear1Arm1,112
NDARINVR5EGEA6F_baselineYear1Arm1,130
NDARINVJZPZNDD4_baselineYear1Arm1,114
NDARINVREMB1VEK_2YearFollowUpYArm1,142
NDARINVMD3JLFR5_2YearFollowUpYArm1,137
NDARINVK638E3TP_baselineYear1Arm1,115
NDARINVPWDTCU07_baselineYear1Arm1,109
NDARINV0ULZKXXG_baselineYear1Arm1,115
NDARINV62G4MJ4G_baselineYear1Arm1,126
NDARINVJV8V3BD5_baselineYear1Arm1,128
NDARINV8YW7NZDX_2YearFollowUpYArm1,149
NDARINVY38WEZBE_baselineYear1Arm1,108
NDARINVB7DEY5F6_baselineYear1Arm1,111
NDARINVY5RCRU10_2YearFollowUpYArm1,147
NDARINVUJBHEFTN_baselineYear1Arm1,112
NDARINVRYT5RRUM_2YearFollowUpYArm1,138
NDARINVV6PC2WV9_baselineYear1Arm1,111
NDARINVT3Z5YXE1_baselineYear1Arm1,121
NDARINVFWMHMK0A_baselineYear1Arm1,110
NDARINVU1MFZFX8_baselineYear1Arm1,108
NDARINVFMHWAFKJ_baselineYear1Arm1,122
NDARINVFN0UUKK3_2YearFollowUpYArm1,146
NDARINVV8URWFJ6_baselineYear1Arm1,116
NDARINVTV4KYN93_2YearFollowUpYArm1,141
NDARINV9Z6E4FXG_baselineYear1Arm1,124
NDARINVVZ37D2G7_baselineYear1Arm1,118
NDARINV920MEG9V_baselineYear1Arm1,119
NDARINVW4W8HGP2_baselineYear1Arm1,120
NDARINVWCXC72GD_2YearFollowUpYArm1,152
NDARINV9AP81GGJ_baselineYear1Arm1,125
NDARINV7WETNA45_baselineYear1Arm1,122
NDARINV84AEJJN9_2YearFollowUpYArm1,140
NDARINVTCJ78M4K_baselineYear1Arm1,109
NDARINVWT40ZG52_baselineYear1Arm1,123
NDARINVRT4Z3XE5_baselineYear1Arm1,129
NDARINVF5G6PA74_2YearFollowUpYArm1,148
NDARINVVK4U0K21_2YearFollowUpYArm1,146
NDARINVPV7EDNMA_baselineYear1Arm1,109
NDARINV75EWTV73_2YearFollowUpYArm1,132
NDARINVN133CPC0_2YearFollowUpYArm1,132
NDARINVEFMK5HUC_baselineYear1Arm1,109
NDARINVTFV0Y41D_baselineYear1Arm1,122
NDARINV7Z1KL0E5_2YearFollowUpYArm1,150
NDARINVN5919504_2YearFollowUpYArm1,155
NDARINVURPDWTVH_baselineYear1Arm1,115
NDARINVPATP4RPG_baselineYear1Arm1,129
NDARINVET2UMV8G_2YearFollowUpYArm1,132
NDARINVNUVYJFN0_baselineYear1Arm1,121
NDARINV607MN0KZ_2YearFollowUpYArm1,142
NDARINV63Y2M5BR_baselineYear1Arm1,112
NDARINVPTKFKAVR_2YearFollowUpYArm1,150
NDARINVU3CF21GV_baselineYear1Arm1,132
NDARINV686DFAG4_baselineYear1Arm1,114
NDARINV6BVU3BDR_baselineYear1Arm1,111
NDARINV8THNUUY3_baselineYear1Arm1,108
NDARINVMXXDXPF1_baselineYear1Arm1,123
NDARINV504L1YB4_2YearFollowUpYArm1,149
NDARINVRZ3AMJJG_baselineYear1Arm1,115
NDARINVMWWHDNLT_baselineYear1Arm1,112
NDARINVDJ81TV7Z_baselineYear1Arm1,127
NDARINVT61FZXTW_2YearFollowUpYArm1,154
NDARINVMX882GU3_baselineYear1Arm1,112
NDARINVXFHP0JZK_2YearFollowUpYArm1,138
NDARINVXPZGM0LG_2YearFollowUpYArm1,139
NDARINVRMMMNAW6_baselineYear1Arm1,109
NDARINVRPYECTJJ_2YearFollowUpYArm1,143
NDARINVLM351W49_baselineYear1Arm1,109
NDARINVXUKUXGAW_2YearFollowUpYArm1,153
NDARINVXYBXW9GB_2YearFollowUpYArm1,132
NDARINVTL901BED_2YearFollowUpYArm1,152
NDARINVM2KK7E4Y_baselineYear1Arm1,130
NDARINVM5GN30FZ_baselineYear1Arm1,125
NDARINVM9LBHANT_baselineYear1Arm1,108
NDARINVMM5Z9B33_baselineYear1Arm1,108
NDARINV4MEF6MVP_baselineYear1Arm1,124
NDARINVT8U0418X_baselineYear1Arm1,118
NDARINVNUWHUFKV_baselineYear1Arm1,120
NDARINV4VF9CVGF_2YearFollowUpYArm1,130
NDARINVKLT2ZLDF_baselineYear1Arm1,128
NDARINVVJ521M24_baselineYear1Arm1,119
NDARINV22F4J621_baselineYear1Arm1,131
NDARINVZ8P3EEK3_baselineYear1Arm1,128
NDARINVCNGUX127_2YearFollowUpYArm1,140
NDARINVPMWGZ7G1_baselineYear1Arm1,131
NDARINVJ4U9BRT9_baselineYear1Arm1,120
NDARINVPCX7W5JC_baselineYear1Arm1,121
NDARINVM11AJZ2A_baselineYear1Arm1,120
NDARINVCW8WDA3J_baselineYear1Arm1,116
NDARINVPEYUTRRT_2YearFollowUpYArm1,151
NDARINVMAV6PR9W_2YearFollowUpYArm1,144
NDARINVCYDU871W_2YearFollowUpYArm1,143
NDARINVPP8UKJXY_2YearFollowUpYArm1,131
NDARINV0ML93ZXT_baselineYear1Arm1,118
NDARINVD2V80DW2_2YearFollowUpYArm1,150
NDARINVMFHTK0W6_2YearFollowUpYArm1,132
NDARINV63M0TP0H_baselineYear1Arm1,111
NDARINV0XDBADBW_baselineYear1Arm1,131
NDARINVUF432B35_2YearFollowUpYArm1,149
NDARINVUHXC5TRD_baselineYear1Arm1,131
NDARINVJZJBNBTC_baselineYear1Arm1,108
NDARINVVLKTCLJ7_baselineYear1Arm1,129
NDARINV8ZXPKPRN_baselineYear1Arm1,109
NDARINVY917A97K_baselineYear1Arm1,109
NDARINVJ64MJXHT_baselineYear1Arm1,129
NDARINVX14LJX8Z_baselineYear1Arm1,116
NDARINVXEG4M9UL_baselineYear1Arm1,127
NDARINVU1T94DML_baselineYear1Arm1,116
NDARINVT77R03AY_baselineYear1Arm1,110
NDARINV75EWTV73_baselineYear1Arm1,110
NDARINVVUMNAHPB_2YearFollowUpYArm1,152
NDARINVFAMRPW9C_baselineYear1Arm1,108
NDARINVURLC2748_baselineYear1Arm1,119
NDARINVFC12GLF0_baselineYear1Arm1,111
NDARINVFD9X0A8E_baselineYear1Arm1,124
NDARINVUY429PA4_2YearFollowUpYArm1,133
NDARINV9E57ARM0_baselineYear1Arm1,112
NDARINVWLGJB3DZ_baselineYear1Arm1,131
NDARINVV46NR3P6_baselineYear1Arm1,124
NDARINVF8GWYLW5_baselineYear1Arm1,115
NDARINVUJB5DEX0_baselineYear1Arm1,123
NDARINVU8D0FE3D_baselineYear1Arm1,109
NDARINVUNZGDT4H_baselineYear1Arm1,119
NDARINVEM9U5YCH_2YearFollowUpYArm1,136
NDARINV5KKFRGWA_baselineYear1Arm1,121
NDARINVTK4DJ93H_baselineYear1Arm1,131
NDARINVTNGA8MPC_2YearFollowUpYArm1,132
NDARINV5X1ZU6Z5_baselineYear1Arm1,110
NDARINVU02LWF4A_2YearFollowUpYArm1,141
NDARINVPDFDEURE_2YearFollowUpYArm1,147
NDARINVV7NEVHLK_baselineYear1Arm1,131
NDARINVEXAKNZ18_baselineYear1Arm1,121
NDARINVU11WDWJ8_baselineYear1Arm1,128
NDARINV8FTWL36D_baselineYear1Arm1,111
NDARINVPH84UZAC_2YearFollowUpYArm1,156
NDARINVF1TB9CPJ_baselineYear1Arm1,127
NDARINVR44LUUEZ_2YearFollowUpYArm1,130
NDARINVU8D4R4YF_2YearFollowUpYArm1,143
NDARINVVH6HJA0V_baselineYear1Arm1,128
NDARINVNY9E48W0_2YearFollowUpYArm1,137
NDARINVX6BE06VZ_baselineYear1Arm1,109
NDARINVXF3EU2H1_2YearFollowUpYArm1,131
NDARINVN02C4BXV_baselineYear1Arm1,132
NDARINVLJ8PG03W_baselineYear1Arm1,114
NDARINV6WB14N47_baselineYear1Arm1,114
NDARINVN7FKUA2W_2YearFollowUpYArm1,145
NDARINVLNA4879N_baselineYear1Arm1,114
NDARINV38MJNWUT_baselineYear1Arm1,121
NDARINVE26RRHNP_2YearFollowUpYArm1,146
NDARINVNNPFHUUY_baselineYear1Arm1,110
NDARINVT3366FHE_2YearFollowUpYArm1,144
NDARINV4EK87DJK_baselineYear1Arm1,111
NDARINVECPRBR19_baselineYear1Arm1,114
NDARINVUB096N6Y_baselineYear1Arm1,113
NDARINVMPZ9B1D7_baselineYear1Arm1,111
NDARINVZ7W6NBCG_baselineYear1Arm1,111
NDARINVR3G28E6R_baselineYear1Arm1,119
NDARINVKNHZYKRL_baselineYear1Arm1,116
NDARINV666M5VR8_2YearFollowUpYArm1,149
NDARINVL0TJ5KKX_baselineYear1Arm1,129
NDARINVRAC0NR51_baselineYear1Arm1,108
NDARINVHZJJKJ0D_baselineYear1Arm1,119
NDARINVPLJ4JZJA_2YearFollowUpYArm1,144
NDARINV021403LF_2YearFollowUpYArm1,131
NDARINVCTHR2CNF_2YearFollowUpYArm1,134
NDARINVUHDE0LEV_2YearFollowUpYArm1,147
NDARINVM804XVZA_2YearFollowUpYArm1,136
NDARINVPV6F4UYA_baselineYear1Arm1,128
NDARINV5ZEMD2C6_baselineYear1Arm1,121
NDARINV625BWGDB_2YearFollowUpYArm1,154
NDARINVRMHRP6LU_2YearFollowUpYArm1,136
NDARINVMGH9KKCV_2YearFollowUpYArm1,137
NDARINVD5UV2RGA_2YearFollowUpYArm1,150
NDARINVBJPA9DDM_baselineYear1Arm1,121
NDARINV12F1NWCG_baselineYear1Arm1,123
NDARINVBLX310KU_baselineYear1Arm1,131
NDARINV956C4ZGG_2YearFollowUpYArm1,140
NDARINVK2PUNWVB_baselineYear1Arm1,126
NDARINVYFGMFGYJ_2YearFollowUpYArm1,145
NDARINVBNZ5WTFT_baselineYear1Arm1,118
NDARINVU10T0UJN_baselineYear1Arm1,121
NDARINVTP3B049W_baselineYear1Arm1,107
NDARINVTP6W072A_baselineYear1Arm1,118
NDARINV8ZELYTU5_baselineYear1Arm1,111
NDARINVUKKJ04AZ_baselineYear1Arm1,120
NDARINV77PU8VG1_2YearFollowUpYArm1,154
NDARINV7H18U74U_2YearFollowUpYArm1,153
NDARINV7RPBV53C_2YearFollowUpYArm1,136
NDARINVRL198MFV_baselineYear1Arm1,131
NDARINVUWNVH2C7_2YearFollowUpYArm1,154
NDARINV9DV0865Y_baselineYear1Arm1,120
NDARINVRKF98ZFJ_baselineYear1Arm1,117
NDARINVRMNMGK77_2YearFollowUpYArm1,135
NDARINVTFPAU4FF_baselineYear1Arm1,121
NDARINV9URXZ3FM_2YearFollowUpYArm1,134
NDARINVTHF11PAH_baselineYear1Arm1,130
NDARINV91MTH18D_2YearFollowUpYArm1,134
NDARINVWYN5XJBL_baselineYear1Arm1,130
NDARINVTP3B049W_2YearFollowUpYArm1,130
NDARINVFLUR44J7_baselineYear1Arm1,118
NDARINVPZ9JZHZ4_baselineYear1Arm1,109
NDARINVRCHTJK34_baselineYear1Arm1,122
NDARINV5MF8VMU6_baselineYear1Arm1,109
NDARINVPBJTJ0Z3_baselineYear1Arm1,108
NDARINV86XWPH2R_baselineYear1Arm1,108
NDARINVEU57U8JH_2YearFollowUpYArm1,135
NDARINV5RAR4VBD_2YearFollowUpYArm1,130
NDARINVPLMH5DCB_2YearFollowUpYArm1,137
NDARINV8CNEFJ83_baselineYear1Arm1,110
NDARINVPZ8CWCJC_2YearFollowUpYArm1,145
NDARINVVD3KF4HE_baselineYear1Arm1,129
NDARINVUFVGYBER_baselineYear1Arm1,122
NDARINVTHEX3U3X_2YearFollowUpYArm1,148
NDARINVL7XCKG7W_baselineYear1Arm1,120
NDARINV6LR7XBTB_baselineYear1Arm1,129
NDARINVLH8GZ09D_baselineYear1Arm1,117
NDARINVDN6HKHAW_baselineYear1Arm1,124
NDARINV2XWVWFF3_baselineYear1Arm1,115
NDARINVTAT7LM08_baselineYear1Arm1,131
NDARINVRV6MG0XM_baselineYear1Arm1,108
NDARINV7FC40YZ3_2YearFollowUpYArm1,145
NDARINVTXGL96R1_baselineYear1Arm1,131
NDARINVU1THG28C_baselineYear1Arm1,113
NDARINVYVPGALZD_baselineYear1Arm1,121
NDARINVRC238TRX_baselineYear1Arm1,112
NDARINV6D552CRB_2YearFollowUpYArm1,140
NDARINVKZW3CU83_baselineYear1Arm1,111
NDARINVVY5NYLL2_baselineYear1Arm1,113
NDARINVRW8JB8M2_baselineYear1Arm1,109
NDARINVZP49GXF4_baselineYear1Arm1,108
NDARINVJ6EH2T8Z_baselineYear1Arm1,112
NDARINVPDVYFN7E_baselineYear1Arm1,121
NDARINV0AEBMADL_baselineYear1Arm1,126
NDARINVJN9PXHA6_2YearFollowUpYArm1,149
NDARINVJPXM3ZKA_baselineYear1Arm1,124
NDARINVR0AR52BF_baselineYear1Arm1,131
NDARINVRFXUXZJB_baselineYear1Arm1,108
NDARINVD33P1GPC_baselineYear1Arm1,115
NDARINVRTDH8349_baselineYear1Arm1,131
NDARINV1APPZYY8_baselineYear1Arm1,108
NDARINVMGYDVKBT_2YearFollowUpYArm1,139
NDARINVR20CKWHP_2YearFollowUpYArm1,130
NDARINVMJ1ZYZDY_2YearFollowUpYArm1,145
NDARINVP1BMWBHG_2YearFollowUpYArm1,150
NDARINVPK2EFH70_baselineYear1Arm1,131
NDARINVKFNA5PDB_2YearFollowUpYArm1,151
NDARINVJ67B8F0J_baselineYear1Arm1,129
NDARINV15VX8FJL_2YearFollowUpYArm1,134
NDARINVUP72WLKM_baselineYear1Arm1,117
NDARINVVWUJFEDA_2YearFollowUpYArm1,136
NDARINVKJRY7YJF_baselineYear1Arm1,109
NDARINVXGT4UWYN_2YearFollowUpYArm1,151
NDARINVVJ5CNTVT_baselineYear1Arm1,131
NDARINVV8URWFJ6_2YearFollowUpYArm1,138
NDARINVT77R03AY_2YearFollowUpYArm1,135
NDARINVR06UP6NN_baselineYear1Arm1,120
NDARINVR2EC067F_baselineYear1Arm1,120
NDARINVFAFNLCWD_2YearFollowUpYArm1,131
NDARINVRCV1G0DA_2YearFollowUpYArm1,131
NDARINVUTJX1PYG_baselineYear1Arm1,118
NDARINVWAVA878R_baselineYear1Arm1,129
NDARINVRDXFBTYA_2YearFollowUpYArm1,140
NDARINV9AEE483X_2YearFollowUpYArm1,132
NDARINVRGLBEBD1_baselineYear1Arm1,128
NDARINVRMV0P0FV_baselineYear1Arm1,110
NDARINV88RGRPEF_2YearFollowUpYArm1,143
NDARINVT27UF3XK_baselineYear1Arm1,117
NDARINVFGGKCL3V_baselineYear1Arm1,113
NDARINV8LAK45CG_baselineYear1Arm1,128
NDARINVWVMTXLEH_baselineYear1Arm1,131
NDARINVTL0JKXBF_2YearFollowUpYArm1,149
NDARINV92Z37BWN_baselineYear1Arm1,112
NDARINVA81M2MAF_2YearFollowUpYArm1,134
NDARINVXEG4M9UL_2YearFollowUpYArm1,151
NDARINVP4YPBFFH_2YearFollowUpYArm1,144
NDARINVVR0KF4XT_baselineYear1Arm1,131
NDARINVF7UTX830_baselineYear1Arm1,116
NDARINV8Y1VD9H7_2YearFollowUpYArm1,133
NDARINVN7UFARMD_baselineYear1Arm1,118
NDARINVTKENUL3C_baselineYear1Arm1,109
NDARINV8AMD17WG_baselineYear1Arm1,111
NDARINVEVGNLB2Y_2YearFollowUpYArm1,152
NDARINVPMUEBR2X_baselineYear1Arm1,124
NDARINVV5WEC3Y1_2YearFollowUpYArm1,142
NDARINVR8EDKZ2W_baselineYear1Arm1,110
NDARINVVCWLD1YC_2YearFollowUpYArm1,136
NDARINVF3EWHDJR_baselineYear1Arm1,119
NDARINV6PEZ2Z0K_baselineYear1Arm1,116
NDARINVR65NNDD4_baselineYear1Arm1,120
NDARINVU9C36KFY_baselineYear1Arm1,109
NDARINVF7UTX830_2YearFollowUpYArm1,142
NDARINV6V5YH922_2YearFollowUpYArm1,130
NDARINVTDXHD95M_2YearFollowUpYArm1,149
NDARINVL1UHN7LG_2YearFollowUpYArm1,136
NDARINVDB35KZ07_2YearFollowUpYArm1,151
NDARINVDZR2Y8PX_baselineYear1Arm1,115
NDARINVUBVPEW11_baselineYear1Arm1,109
NDARINVED7CA79P_2YearFollowUpYArm1,156
NDARINVTB68WR1L_2YearFollowUpYArm1,148
NDARINVRLL3TP2P_baselineYear1Arm1,126
NDARINV2TBMGWU5_baselineYear1Arm1,108
NDARINV72NE2AL6_baselineYear1Arm1,130
NDARINV31CVPC8B_2YearFollowUpYArm1,132
NDARINVE0FCTWAR_baselineYear1Arm1,126
NDARINVTWRJGVKX_baselineYear1Arm1,115
NDARINVRX5YD9F1_2YearFollowUpYArm1,143
NDARINV486UUF4D_2YearFollowUpYArm1,148
NDARINVE8L48Y5N_baselineYear1Arm1,124
NDARINVNR3D78P1_baselineYear1Arm1,119
NDARINV4D622NWA_2YearFollowUpYArm1,136
NDARINVNUAGE7UT_2YearFollowUpYArm1,129
NDARINVYMG44FLN_baselineYear1Arm1,123
NDARINV7NVJNHRE_baselineYear1Arm1,112
NDARINVMK2C98NZ_baselineYear1Arm1,110
NDARINVHXHGMVPP_baselineYear1Arm1,128
NDARINVD8NF2X35_baselineYear1Arm1,113
NDARINVMJ1ZYZDY_baselineYear1Arm1,122
NDARINVD806H93D_baselineYear1Arm1,113
NDARINVCURU4G26_baselineYear1Arm1,128
NDARINVJE5T60YC_baselineYear1Arm1,109
NDARINVCXTWKWU8_baselineYear1Arm1,108
NDARINVUYAENUJR_baselineYear1Arm1,129
NDARINVPGC1BPEW_2YearFollowUpYArm1,139
NDARINV0CP9XGTP_2YearFollowUpYArm1,157
NDARINVJNVE97YL_baselineYear1Arm1,130
NDARINV5UHHRZBV_baselineYear1Arm1,121
NDARINVV1Z15TXB_2YearFollowUpYArm1,136
NDARINVCZU8RL3L_baselineYear1Arm1,132
NDARINV0LEM88KP_2YearFollowUpYArm1,140
NDARINVRAZRBGAL_baselineYear1Arm1,130
NDARINVPW35MYY5_baselineYear1Arm1,131
NDARINV10DN9UHY_baselineYear1Arm1,131
NDARINVKKJW08K9_baselineYear1Arm1,125
NDARINV64GAJKPV_baselineYear1Arm1,112
NDARINV1E2WJC9K_2YearFollowUpYArm1,130
NDARINVRTYGC16L_2YearFollowUpYArm1,141
NDARINVD806H93D_2YearFollowUpYArm1,138
NDARINVCKMG9A44_baselineYear1Arm1,115
NDARINVLL4RJXKW_baselineYear1Arm1,113
NDARINVZ8U8TUHJ_baselineYear1Arm1,113
NDARINVVMT7W436_2YearFollowUpYArm1,151
NDARINVKHZ6YKYA_baselineYear1Arm1,110
NDARINVUJGVYU5N_baselineYear1Arm1,109
NDARINVV05P2AW1_baselineYear1Arm1,115
NDARINVYXATK265_baselineYear1Arm1,130
NDARINV99BP99WU_2YearFollowUpYArm1,155
NDARINVUTNUNCNK_2YearFollowUpYArm1,149
NDARINVW04H37XX_baselineYear1Arm1,129
NDARINVAPWWNB9N_2YearFollowUpYArm1,153
NDARINV93DMBG2D_baselineYear1Arm1,111
NDARINV9Z2UV26Z_2YearFollowUpYArm1,134
NDARINV9Z2UV26Z_baselineYear1Arm1,110
NDARINVRCYZ8XZ2_baselineYear1Arm1,107
NDARINV7UTXNP58_baselineYear1Arm1,118
NDARINVFF01R0CH_baselineYear1Arm1,127
NDARINVWLDVYXKE_2YearFollowUpYArm1,143
NDARINV9L4P2RJJ_baselineYear1Arm1,108
NDARINVRWJ75TWZ_baselineYear1Arm1,109
NDARINVFJH3K335_baselineYear1Arm1,122
NDARINVFW085ZMA_2YearFollowUpYArm1,144
NDARINVA6LB7NLM_baselineYear1Arm1,110
NDARINVA81M2MAF_baselineYear1Arm1,109
NDARINVTN9RVYB1_2YearFollowUpYArm1,132
NDARINV7XL78LUT_baselineYear1Arm1,122
NDARINVPXKBKXC1_2YearFollowUpYArm1,147
NDARINVPXKBKXC1_baselineYear1Arm1,124
NDARINVUW7RPNEP_baselineYear1Arm1,118
NDARINVZZ4XNM65_baselineYear1Arm1,123
NDARINVPDHM8VFC_baselineYear1Arm1,130
NDARINV8CNPVNRX_baselineYear1Arm1,120
NDARINVPGV8M0Z4_baselineYear1Arm1,117
NDARINV8LAR07DB_baselineYear1Arm1,110
NDARINV69YP46W3_baselineYear1Arm1,121
NDARINVU5L6Y14L_baselineYear1Arm1,114
NDARINV6BVU3BDR_2YearFollowUpYArm1,134
NDARINV8MYP0F8J_baselineYear1Arm1,115
NDARINVVJELFB43_baselineYear1Arm1,130
NDARINVPURW8L0G_baselineYear1Arm1,123
NDARINVPX3YX562_baselineYear1Arm1,129
NDARINVZCA261ZR_2YearFollowUpYArm1,154
NDARINVP5GR1HMP_baselineYear1Arm1,112
NDARINVWLX46ARF_baselineYear1Arm1,130
NDARINVL3E24BP4_baselineYear1Arm1,114
NDARINVT12VNXF2_baselineYear1Arm1,109
NDARINV3XL11J4W_2YearFollowUpYArm1,151
NDARINVZBH4VPZJ_2YearFollowUpYArm1,151
NDARINVUB6TZMWL_2YearFollowUpYArm1,153
NDARINVTP3NTJB0_baselineYear1Arm1,121
NDARINV3ZHPLD0X_baselineYear1Arm1,129
NDARINVY9K2AGV1_2YearFollowUpYArm1,134
NDARINVE32G7HZE_2YearFollowUpYArm1,139
NDARINVYHC8PGG9_baselineYear1Arm1,111
NDARINVMEMP96PP_baselineYear1Arm1,118
NDARINV7K1MZVU9_baselineYear1Arm1,113
NDARINVMLDY2ZT2_baselineYear1Arm1,121
NDARINVTADXZB2Y_baselineYear1Arm1,123
NDARINV27VVK0E6_baselineYear1Arm1,108
NDARINV6KL1B4H0_2YearFollowUpYArm1,141
NDARINVP6NAG8DY_baselineYear1Arm1,125
NDARINVMJMFXLDG_2YearFollowUpYArm1,132
NDARINVR6R9DHFF_baselineYear1Arm1,109
NDARINVUAD5V60L_baselineYear1Arm1,127
NDARINV5T6VPW2C_2YearFollowUpYArm1,132
NDARINV5VD5LWH4_2YearFollowUpYArm1,137
NDARINV0JR6Y529_2YearFollowUpYArm1,139
NDARINVMAZCGHX3_2YearFollowUpYArm1,131
NDARINVMCYKEL17_baselineYear1Arm1,118
NDARINVJZPZNDD4_2YearFollowUpYArm1,139
NDARINVD1YTW0G6_2YearFollowUpYArm1,135
NDARINV0ULZKXXG_2YearFollowUpYArm1,138
NDARINVVJ521M24_2YearFollowUpYArm1,143
NDARINVKMBXR817_baselineYear1Arm1,118
NDARINVZ6ZN350N_baselineYear1Arm1,116
NDARINV5BJZW7MU_2YearFollowUpYArm1,131
NDARINV5GM4X9AB_baselineYear1Arm1,121
NDARINVU5397UBZ_baselineYear1Arm1,128
NDARINVPMC2DEDN_2YearFollowUpYArm1,137
NDARINVCPKCD2H0_baselineYear1Arm1,122
NDARINVU7VVFRJX_baselineYear1Arm1,130
NDARINVYTJ92RU3_baselineYear1Arm1,129
NDARINVVXRX1E7M_2YearFollowUpYArm1,154
NDARINVK5UA0808_baselineYear1Arm1,108
NDARINVUWPYXRDM_baselineYear1Arm1,130
NDARINVJPDBRMPL_2YearFollowUpYArm1,152
NDARINVTH3T33V5_2YearFollowUpYArm1,141
NDARINV0CFR33F0_baselineYear1Arm1,107
NDARINVW4JM1V5R_baselineYear1Arm1,130
NDARINVFBV98M5D_baselineYear1Arm1,131
NDARINV9AP81GGJ_2YearFollowUpYArm1,148
NDARINVUXEGHGTU_2YearFollowUpYArm1,135
NDARINVWEV9M1BE_baselineYear1Arm1,131
NDARINV81EP837V_baselineYear1Arm1,112
NDARINVT4NLHUX4_2YearFollowUpYArm1,142
NDARINV8HTB1ND3_2YearFollowUpYArm1,134
NDARINVFJEW218J_2YearFollowUpYArm1,135
NDARINVWLMWBF2W_baselineYear1Arm1,120
NDARINV9WDTKY2A_baselineYear1Arm1,126
NDARINVFLP37NUM_baselineYear1Arm1,116
NDARINVV6KTVCZH_baselineYear1Arm1,109
NDARINVAB3XR5P1_baselineYear1Arm1,119
NDARINVFX9F9REG_2YearFollowUpYArm1,156
NDARINV5H125N5W_2YearFollowUpYArm1,145
NDARINVEP6DZX2M_2YearFollowUpYArm1,143
NDARINV7ZRUXUX9_2YearFollowUpYArm1,144
NDARINVN6F1W041_2YearFollowUpYArm1,141
NDARINVUBV5LDKV_baselineYear1Arm1,127
NDARINV6V5YH922_baselineYear1Arm1,108
NDARINV8Y1VD9H7_baselineYear1Arm1,108
NDARINVF7XD8336_2YearFollowUpYArm1,147
NDARINVNRMWTVD1_baselineYear1Arm1,123
NDARINV5U8RGRGL_baselineYear1Arm1,115
NDARINVTP7GGL0N_2YearFollowUpYArm1,129
NDARINVV4ZYD9PL_baselineYear1Arm1,121
NDARINVD1DCEAJH_baselineYear1Arm1,111
NDARINVK51MXR7P_baselineYear1Arm1,131
NDARINV686DFAG4_2YearFollowUpYArm1,138
NDARINVR1JFZ70M_2YearFollowUpYArm1,132
NDARINVVH6HJA0V_2YearFollowUpYArm1,152
NDARINVPPEYYCZV_2YearFollowUpYArm1,134
NDARINVN0R3YY02_baselineYear1Arm1,123
NDARINV52AE3MBX_baselineYear1Arm1,108
NDARINVZGN4JGDT_baselineYear1Arm1,124
NDARINV5DW63RTW_2YearFollowUpYArm1,155
NDARINVZJB6P8ZB_2YearFollowUpYArm1,136
NDARINVRG22U5T9_2YearFollowUpYArm1,143
NDARINV7P8YWK52_2YearFollowUpYArm1,146
NDARINVDW1BKLJN_baselineYear1Arm1,115
NDARINVLM6JRR6C_baselineYear1Arm1,115
NDARINV79LXV51U_2YearFollowUpYArm1,149
NDARINVY956TX1N_2YearFollowUpYArm1,133
NDARINVRWKJCGLY_baselineYear1Arm1,126
NDARINVLWLM2K92_baselineYear1Arm1,118
NDARINV427BL6HA_baselineYear1Arm1,130
NDARINVE414T9WK_baselineYear1Arm1,122
NDARINVRZC3LU8F_baselineYear1Arm1,120
NDARINVTZCLUNW2_baselineYear1Arm1,125
NDARINVM9LBHANT_2YearFollowUpYArm1,129
NDARINVT81231Y5_2YearFollowUpYArm1,129
NDARINVECFADJPF_2YearFollowUpYArm1,146
NDARINVNUWHUFKV_2YearFollowUpYArm1,144
NDARINVMN0KZ6X8_2YearFollowUpYArm1,152
NDARINVDD4736KA_2YearFollowUpYArm1,130
NDARINVRZAM8ZX0_baselineYear1Arm1,120
NDARINV2BYAAYTG_2YearFollowUpYArm1,150
NDARINV2HYZJ61G_baselineYear1Arm1,126
NDARINVDL8U4ZNT_2YearFollowUpYArm1,156
NDARINV5KKUBDAY_baselineYear1Arm1,130
NDARINVU6E8PJ8L_baselineYear1Arm1,131
NDARINVZM2Y9JCA_2YearFollowUpYArm1,143
NDARINV1E2WJC9K_baselineYear1Arm1,107
NDARINVVRDPAL09_baselineYear1Arm1,119
